Dealer Code,Name,City,State,Latitude,Longitude,Diesel Price
144577,SHREE SAI ROHIT SERVICES,KANGONI,Maharashtra,19.39097,74.890615,90.82
144579,ASHWIN AUTOMOBILES,CHASS,Maharashtra,19.030196,74.638797,90.48
144580,D S PETRO WORLD,SHEVGAON -,Maharashtra,19.360479,75.230881,91.11
144583,SHANTILAL-KANTILAL & SONS,WAMBHORI,Maharashtra,19.293405,74.715222,90.76
144587,SONFULA PETRO SERVICE,BIKRAMGANJ,Bihar,25.181797,84.231319,92.48
144597,CHIRAG KESHAW SERVICE STATION,OBRA,Bihar,24.930226,84.385524,92.69
144599,AWADH TRANSPORT,SANT KABIR NAGAR,Uttar Pradesh,26.931715,83.034782,88.27
144600,K.N. CONSTRUCTIONS (P) LTD.,USRU,Uttar Pradesh,26.755811,82.134907,88.27
144601,DIN DAYAL TRANSPORT COMPANY,MAHARAJGANJ,Uttar Pradesh,27.290962,83.337065,88.61
144652,SHREE GANESH FILLING STATION,GANESHGANJ,Rajasthan,25.494401,76.381857,90.13
144655,SHRI KALYAN FILLING STATION,BAPAWAR,Rajasthan,24.933358,76.426627,90.33
144698,MAHARANI AUTO,BELAGANJ (JAHANABAD),Bihar,24.941238,84.982681,92.34
144701,SHASHI FILLING STATION,MOHANLALGANJ,Uttar Pradesh,26.684152,80.981941,87.68
144708,SAMUNDRA FUEL STATION,KORANSARAI,Bihar,25.495304,84.171351,92.6
144710,SHREE BALAJI FUELS,MUNDHAL,Haryana,29.013854,76.189568,88.25
144711,RAJ BROTHERS FILLING STATION,CHOWKA,Jharkand,22.957959,85.944157,92.91
144736,PAMPOSH FILLING STATION,SRINAGAR,Jammu & Kashmir,34.0826627,74.8624092,86.67
144737,S M FUELS,KANDRA,Jharkand,22.853947,86.050571,92.8
144743,ROOTS AUTO PRODUCTS PRIVATE LTD,"SANGANOOR, COIMBATORE",Tamil Nadu,11.032834,76.951006,92.91
144746,HARDHIK & CO.,CUTTACK,Odisha,20.528004,85.915103,93.02
144748,BUROMA FILLING STATION,BELDANGA,West Bengal,23.828717,88.261654,93.19
144774,OM SHANTI FILLING STATION,SARAIKELA,Jharkand,22.703906,85.935959,92.8
144818,RAJ SERVICE STATION,JUNAGARH,Odisha,19.859419,82.933761,94.21
144824,PRAGATI FUEL CENTRE,KATIHAR,Bihar,25.552048,87.5718609,92.92
144825,ROORKEE FILLING STATION,ROORKEE,Punjab,30.566756,76.019793,87.54
144826,DHURI BUS SERVICE,VILLAGE CHHAPPA,Punjab,30.548516,75.647147,87.59
144877,SHREE VENKATESHWARA PETROCHEMICALS,VADGAONPAN,Maharashtra,19.590317,74.27362,91.16
144878,L G MISAL,AMALNER,Maharashtra,18.935969,75.336472,91.21
144897,MAA PARWATI SERVICE STATION,KAUABANDH,Jharkand,23.8384,86.502197,92.79
144899,SHIVAJI RESHMA BHOYE,SAKRI,Maharashtra,20.957777,74.131053,91.28
144909,HARSHVARDHAN FILLING STATION,PATHRI,Maharashtra,19.260264,76.419662,92.02
144915,MAA MOULIKSHA AUTO FUEL CENTRE,PINARGARIA,Jharkand,24.20699,87.63655,93.3
144931,JAI MATA PETROLEUM POINT,VILLAGE PHAGLA,Punjab,30.929017,75.710614,87.77
144952,YUVRAJ PETROLEUM,ADHELAI,Gujarat,22.054847,72.110339,91.01
144954,SAI FUEL,DEOGHAR,Jharkand,24.491976,86.693829,92.35
144973,INDRAPRASTHA FILLING STATION,VILLAGE BHAGOURA,Punjab,30.351963,76.587148,87.85
145001,HAPPY FUEL CENTRE,SONKUTCH,Madhya Pradesh,23.358309,77.223374,91.86
145022,PRABHAT FILLING STATION,GORAKHPUR,Uttar Pradesh,26.818103,83.349468,88.07
145028,MAA SHEETLA FILLING STATION,JAUNPUR,Uttar Pradesh,25.753662,82.707535,88.86
145030,MAURYA  F.C.S EXCELLENCE,VARANASI,Uttar Pradesh,25.361137,83.07119,88.85
145031,SHRI BALAJI SERVICE STATION,KHANDEBAD,Punjab,29.936483,75.828209,87.57
145042,K B FILLING STATION,PAKUR,Jharkand,24.638679,87.873436,93.83
145043,SACH KISSAN SEVA KENDRA,JASPUR,Uttrakhand,29.20495,78.955881,88.48
145069,V.J.PATEL & SONS,CAMBAY,Gujarat,22.320978,72.62621,90.39
145070,VIKAS SERVICE STATION,ETAPALLI,Maharashtra,19.602714,80.228703,92.09
145080,JAGANNATH FUELS,JERUDI,Odisha,21.934362,85.414301,94.22
145084,KARNI ROOP SERVICE CENTRE,UDAIPUR,Rajasthan,24.590634,73.6897,90.96
145092,GURU TEG BAHADUR FILLING STATION,BAHADURGRH,Punjab,30.368588,76.472819,87.7
145094,R.K.SERVICE STATION,PADAMPUR,Odisha,19.23876,83.82307,94.24
145097,KULEWAL FILLING STATION,LUDHIANA,Punjab,30.794693,76.194397,87.92
145099,SHRI HEMKUNT FILLING STATION,LUDHIANA,Punjab,30.673967,75.72992,87.72
145100,RAI FILLING STATION,LUDHIANA,Punjab,30.60043,76.0961,87.6
145103,ASWAL FILLING STATION,KESHAVRAIPATAN,Rajasthan,25.30106,75.91087,90.03
145114,MEGA PETROMALL,BISHANPURA,Punjab,30.145506,75.842434,87.23
145122,MAHENDRA SINGH KOMAL,DHARAMJAIGARH,Chhattisgarh,22.464911,83.217457,93.84
145123,VIPUL FILLING STATION,BAGRAIN,Uttar Pradesh,28.300924,79.047014,87.53
145124,KISAN BORREWELL CO,SATARA,Maharashtra,17.690014,74.003899,91.36
145126,SAMUNDARI FILLING STATION,SATIYE WALA,Punjab,30.90577,74.637752,88.02
145127,GURU HARKISHAN FUEL STOP,AULAKH,Punjab,30.27458,74.510894,87.64
145131,RAKSHA FUELS C/O R. KOTHARI BROS.,CHARAMA,Chhattisgarh,20.474135,81.37653,94.19
145135,M/S S.M FUELS POINTS,PITHORA,Chhattisgarh,21.2545619,82.52968319,94.09
145138,GAYATRI FUELS,KUTURMA,Odisha,22.072477,83.836417,93.11
145139,PRITHVIRAJ FILLING STATION,RENGALI,Odisha,21.577867,84.039565,92.91
145143,RUDRAKSH PETROLEUM,JUNAGADH,Gujarat,21.579125,70.456677,90.89
145144,GILL GAS STATION,SAMANA,Punjab,30.139598,76.124236,87.36
145147,PRABHAWATI SHANTI AUTOMOBILES,TEHSIL KORAON,Uttar Pradesh,25.005267,81.912341,89.31
145148,PRATAP FILLING STATION,TEHSIL PATTI,Uttar Pradesh,25.925784,82.314071,88.99
145179,SOWDAMBIGA FUELS,SALEM,Tamil Nadu,11.627419,78.147785,93.28
145180,SHIVASHAKTI SERVICE STATION,"SIDDALINGAPURA, MYSORE",Karnataka,12.36763,76.66148,90.6
145182,HARE KRISNA FILLING STATION,NADAUN,Himachal Pradesh,31.766549,76.359482,85.99
145187,BALAJI PETROLEUMS,INDI,Karnataka,17.167729,75.966381,91.13
145191,VISHAL KISAN BAZAR,SHAHJAHANPUR,Uttar Pradesh,27.983317,79.752599,87.67
145193,SATYA KRISHNA PETROLEUM PRODUCTS,RAJAHMUNDRY,Andhra Pradesh,17.000907,81.793041,96.74
145195,J.P.CARES,SITAPUR,Uttar Pradesh,27.56126,80.69313,88.37
145200,VERMA FILLING STATION,ROOPNAGAR,Punjab,31.152678,76.493733,88.07
145209,SIR ARVIND PETROLEUM,AHMEDABAD,Gujarat,23.050971,72.571654,90.19
145213,AKASH FUEL CNTRE,BADABAGH,Rajasthan,26.945245,70.889593,91.74
145218,MOTILAL ENERGY FUELS,BAHADURPUR CROSSING,Uttar Pradesh,26.266299,81.510049,88.55
145239,RAVI PETROLEUM,AHMEDABAD,Gujarat,23.086209,72.634633,90.19
145261,SHREE NAVEEN PETRONET,JAIPUR CITY,Rajasthan,26.914132,75.75284,90.24
145265,JAGADAMBA FUELS,BISMILE,West Bengal,25.270407,88.248302,92.12
145293,TEJA SINGH FILLING STATION,JAMMU,Jammu & Kashmir,32.679803,74.843449,83.36
145294,JAMWAL FILLING STATION,CHOPRASHOP,Jammu & Kashmir,32.908631,75.080098,83.77
145305,PUNIA FILLING STATION,MAKRANA,Rajasthan,27.029253,74.750933,90.76
145325,MANIKANTA FILLING STATION,BHOOPALAPALLY,Telangana,18.420793,79.858837,96.0
145333,BP CENTRE,PALI,Rajasthan,25.931726,73.696804,90.61
145334,MAYANK FILLING STATION,CHARADIH,Jharkand,24.448879,85.56292,93.49
145338,KALRA BUS SERVICE,JAIPUR CITY,Rajasthan,26.921161,75.730889,90.24
145339,KEKRI FILLING STATION,KEKRI,Rajasthan,25.975187,75.146229,90.6
145340,RANABAI PETROLEUM,KISHANGARH,Rajasthan,26.616434,74.849254,90.23
145344,RAJENDRA & SONS,JAMSHEDPUR,Jharkand,22.75427,86.21167,92.58
145351,SR PETROLEUM,BORAWAR,Rajasthan,27.02634,74.682291,90.76
145354,DADOO FILLING STATION,KHILWAI GARH MUKTESHWAR,Uttar Pradesh,28.811105,78.042586,87.63
145355,KACHHAWAHA BUS SERVICE,PALI,Rajasthan,25.803686,73.398225,90.5
145356,SWASTIK FILLING STATION-BAM,ASKA ROAD,Odisha,19.334598,84.76858,94.13
145358,SURYA FUEL,DHENKANAL,Odisha,20.625325,85.628125,93.3
145359,KARDHANI FUEL CENTRE,JAIPUR,Rajasthan,26.950525,75.70951,90.24
145362,SVN ENTERPRISES,GARA,Andhra Pradesh,18.326387,84.050597,97.51
145363,KAMESWARI FILLING STATION,PUNDI,Andhra Pradesh,18.667477,84.374909,97.84
145364,MANIKANTA FILLING STATION,JAMI,Andhra Pradesh,18.049283,83.277784,96.62
145367,AVM FUELS,CHENNAI,Tamil Nadu,12.993853,80.206509,92.4
145369,LRK.LAKSHMI NARMADA DORAIRAJ FUELS,VELLORE,Tamil Nadu,12.902393285,79.131461122,93.67
145371,KRIS ENTERPRISE,NEELANGARAI,Tamil Nadu,12.947066,80.253958,92.46
145393,SANMATI PETROLEUM,BATTIAGADH,Madhya Pradesh,24.112014,79.346695,92.59
145395,MAA JWALAJI FILLING STATION,JAWALAMUKHI,Himachal Pradesh,31.872239,76.300275,86.06
145397,SARJANT FILLING STATION,BHADAUR,Punjab,30.477237,75.295198,87.72
145408,DAULAT SERVICE STATION,BHUGAON,Maharashtra,18.501765,73.757621,90.42
145409,MAULI PETROLEUM,PUNE,Maharashtra,18.55546,73.800032,90.33
145416,INDUBAALA CARRIERS,"KEESRA MANDAL, HYDERABAD",Telangana,17.482871,78.551968,95.7
145417,BAGAVATHI PRIYA ENERGY,MADHAVARAM,Tamil Nadu,13.142477,80.219678,92.41
145421,BHARAT PETRO STATION,AMRITSAR,Punjab,31.671015,75.175009,87.68
145423,TARUN FUELS,BANKI MONGRA,Chhattisgarh,22.407151,82.604031,93.1
145424,TAMRAKAR FUELS,GANDAI,Chhattisgarh,21.659969,81.107612,94.11
145425,REACH (CARGO MOVERS),URAIDABRI,Chhattisgarh,21.073928,80.755603,94.27
145426,PUJARI FUELS,RAIPUR,Chhattisgarh,21.224383,81.65484,93.41
145427,SHAKUN-DEV FUELS,RAMPUR,Uttar Pradesh,28.758503,79.047702,88.05
145428,PADHI FILLING STATION,NUAPARA,Odisha,20.788561,82.538654,94.22
145431,PANDIT SERVICE STATION,CHATHE NANHERA,Punjab,30.070129,75.877045,87.27
145432,DHARAM CHAND VIR BHAN,CHURAL KALAN,Punjab,29.815479,75.810875,87.51
145433,RANDHAWA TRANSPORT SERVICE,MAJHI,Punjab,30.28472,76.078758,87.27
145434,BHADORA SERVICE STATION,PALI TOWN,Uttar Pradesh,24.495894,78.410043,88.52
145435,S.D.PETROPOINT,JALANDHAR,Punjab,31.528758,75.637172,87.34
145436,BINDRA PETRO POINT,JALANDHAR,Punjab,31.266382,75.538817,87.41
145437,BHONDELE FILLING STATION,POORAKALAN,Uttar Pradesh,25.050928,78.609562,88.04
145438,SAKSHAT FILLING STATION,VILLAGE-BAGWACHI,Uttar Pradesh,27.953974,80.230668,87.92
145439,SHREYASH FILLING STATION,VILLAGE PANGI KHURD,Uttar Pradesh,27.912568,80.833452,88.56
145440,GURUNANAK AUTO FUEL CENTRE,VILLAGE-NARAYANPUR VIKRAMPUR,Uttar Pradesh,28.204551,80.262747,88.19
145447,SHREE LAXMI NARAYAN FUELING STATION,TALUKA - MALVAN,Maharashtra,16.086463,73.624652,92.09
145449,SHAKTI SERVICE STATION,NH 42,Odisha,20.7728253,85.4005801,93.67
145451,D.B.SERVICE CENTER,ROURKELA,Odisha,22.236819,84.771624,93.62
145453,BALIAN GAS STATION,BHALWAN,Punjab,30.324653,75.950512,87.23
145455,BANSAL FILLING STATION,WARRING,Punjab,30.526276,74.650133,87.73
145456,SWARN FILLING STATION,SANGHA,Punjab,29.549273,75.265183,87.78
145457,AGGARWAL AGRO FUELS,BHATINDA,Punjab,30.329784,74.866511,87.44
145498,R.K.FILLING,MAHARAJGANJ,Uttar Pradesh,27.091045,83.609916,88.69
145499,AMBADEVI & CO.,HYDERABAD,Telangana,17.330871,78.488427,95.7
145514,BP RANCHI,RANCHI,Jharkand,23.350412,85.311327,92.64
145516,DASHMESH FILLING STATION,IKOLAHA,Punjab,30.687504,76.171063,87.73
145517,SHRI BALAJI POWER POINT,LUDHIANA,Punjab,30.864998,75.926739,88.12
145518,HI-TECH FUEL STATION,MALAVALLI,Karnataka,12.389569,77.058701,90.94
145521,KAHLON FILLING STATION,BATALA,Punjab,31.833371,75.217169,88.0
145522,HIRALAL ENTERPRISES,KANPUR,Uttar Pradesh,26.460243,80.259193,87.54
145531,MAHAKAL FILLING STATION,UJJAIN,Madhya Pradesh,23.190143,75.820549,92.27
145533,NEW SHALIMAR ROADWAYS,DEWAS,Madhya Pradesh,22.951768,76.078022,91.89
145534,BAJAJ FILLING STATION,BADOD,Madhya Pradesh,23.782242,75.80186,93.17
145535,SAMRIDHI  SALES,DEWAS,Madhya Pradesh,22.982386,76.033716,91.89
145536,SARTHI FUEL STATION,KURHANI,Bihar,26.01065,85.328009,92.25
145544,SAMBARIYA FILLING STATION,DIGOD,Rajasthan,25.218505,76.071022,89.79
145546,PPS DISTRIBUTORS,VIKAS NAGAR,Uttar Pradesh,26.838041,80.897586,87.79
145548,CHAUDHARY FILLING STATION,RAIPUR,Rajasthan,24.374464,76.181374,90.76
145549,SUNEL FILLING STATION,SUNEL,Rajasthan,24.381234,75.949666,90.73
145550,VEER TEJA FILLING STATION,AKLERA,Rajasthan,24.420079,76.539807,90.96
145551,DEEGWAL FILLING STATION,MANGROL,Rajasthan,25.332891,76.499157,90.29
145557,ANGALAMMAN AGENCY,ERODE,Tamil Nadu,11.34288,77.706627,92.94
145563,VERMA BROTHERS,JEETAMAU,Uttar Pradesh,27.639689,80.941579,88.82
145566,MAHAKALIKA FILLING STN,BANDERWARA,Rajasthan,26.084789,74.679424,90.26
145571,AUTOLIFE,SIROHI,Rajasthan,24.91068,72.859349,91.4
145601,KIRAN FILLING STATION,HARIT,West Bengal,22.927264,88.265107,92.43
145606,BHARAT FUELS,JODHPUR,Rajasthan,26.303408,72.995892,90.05
145607,SHREE RAM KRIPA FILLING STATION,UDAIPUR,Rajasthan,24.572233,73.743413,90.96
145612,KESAR SINGH & SONS,RUDRAPUR,Uttrakhand,28.949977,79.439919,87.87
145613,DASHMESH SERVICE STATION,KASHIPUR,Uttrakhand,29.193961,78.959362,88.31
145623,AGNI FUELS,ENATHU,Kerala,9.097928,76.752328,95.64
145626,SAI KRISHNA SHASHANK FILLING STATIO,JOGIPET,Telangana,17.84068,78.070167,96.33
145627,SPANDANA FILLING STATION,TOGUTTA,Telangana,18.006723,78.715893,96.07
145636,NITHYA SERVICE STATION,DAULATABAD,Telangana,17.994846,78.566979,96.1
145637,PERVEZ FILLING STATION,PERKIT,Telangana,18.803727,78.314218,97.05
145641,SRI SAI CHANDRA FILLING STATION,JAGDEVPUR,Telangana,17.7742,78.800079,95.92
145644,SUNRISE TRAVELS,BHILGAON,Maharashtra,21.205084,79.148555,90.61
145647,VIJAY FILLING STATION,DABRAI,Uttar Pradesh,27.6250814,78.5547283,87.42
145650,SHRI GIRIRAJ FILLING STATION,KASGANJ,Uttar Pradesh,27.845003,78.690781,88.1
145653,SRI RAMA FILLING STATION,MARIKAL,Telangana,16.60246,77.733438,96.92
145654,P C & COMPANY,ALLAHABAD,Uttar Pradesh,25.430219,81.831778,87.81
145664,SALASAR SERVICE STATION,REWARI,Haryana,28.126645,76.639058,87.55
145665,SHYAMA FILLING STATION,REWARI,Haryana,28.079272,76.512224,87.55
145666,KAMAKHYA FUEL POINT,BODHAKALAN,Haryana,28.276786,76.846898,87.83
145668,SATNAAM PETRO POINT,JALANDHAR,Punjab,31.157923,75.435258,87.47
145670,PRAJAKTA PETROLEUM,LONI,Maharashtra,18.48915,74.023323,90.24
145683,GAGAN FILLING STATION,KOTHE SARAN,Punjab,30.313057,75.501202,87.44
145684,JHANDUKE FILLING STATION,JHANDUKE,Punjab,29.752604,75.333841,87.68
145693,BHARAT FILLING STATION,VETAPALEM,Andhra Pradesh,15.770135,80.298668,96.91
145694,ESWARA REDDY FILLING STATION,BESTAVARIPETA,Andhra Pradesh,15.538113,79.098187,97.57
145695,PURVAJ FUELS,KOTA,Andhra Pradesh,14.029028,80.033911,97.55
145698,SHYAM LALL & CO.,SRINAGAR,Jammu & Kashmir,34.081829,74.788171,86.67
145707,SRI SRINIVASA FILLING STATION,PONNALUR,Andhra Pradesh,15.26808,79.805077,96.84
145708,SRI LAXMI VENKATESWARA FILLING.STN,BALLIKURAVA,Andhra Pradesh,16.00248,80.027161,97.1
145714,SENNI AGENCY,COIMBATORE,Tamil Nadu,10.83805,77.275146,93.04
145716,SRI VENKATESWAR AGENCY,COIMBATORE,Tamil Nadu,11.021936,76.998194,92.91
145717,PEE KAY PETRO STOP,MADATHUKULAM,Tamil Nadu,10.559864,77.36021,93.45
145718,SHANTHI PETROL BUNK,KARUMATHAMPATTI,Tamil Nadu,11.124182,77.193884,92.79
145725,SHYAM KAMAL FILLING STATION,AGRA,Uttar Pradesh,27.196035,78.021979,87.59
145727,RAJEEV FILLING STATION,ISLAMNAGAR,Uttar Pradesh,28.336441,78.733419,87.85
145731,ABHISHEK FILLING STATION,BAHBHNAN,Uttar Pradesh,26.928216,82.508605,88.19
145732,MA MANOKAMNA FILLING STATION,DEORIA,Uttar Pradesh,26.460123,83.799167,87.62
145738,KDMP BULK CARRIERS,ADESAR,Gujarat,23.570917,70.989306,91.03
145740,M.S.M. FUEL SERVICE STATION,PUTTUR,Andhra Pradesh,13.459465,79.546848,97.57
145744,RAMS FUEL STATION,KUPPUM,Andhra Pradesh,12.754656,78.351458,98.29
145746,OSIYAN FILLING STATION,JODHPUR,Rajasthan,26.717825,72.9172,90.66
145779,MARWAR FUEL CENTRE,PALI,Rajasthan,25.605958,73.625591,90.62
145782,SHRI KANHAIYA FILLING STATION,KHANPUR,Rajasthan,24.743957,76.394098,90.61
145788,RAJA FILLING STATION,KAKINADA,Andhra Pradesh,16.927162,82.234924,97.71
145789,SUNRISE INDUSTRIAL FILLING CENTRE,MADUTURU,Andhra Pradesh,17.574566,83.001452,96.39
145790,S.S. AGENCIES,CHIRALA TOWN,Andhra Pradesh,15.829686,80.353302,97.12
145793,BORIWAL FILLING STATION,CHITTORGARH,Rajasthan,24.937882,74.533932,89.98
145794,MANGALAM FILLING STATION,KANKROLI,Rajasthan,25.078936,73.938137,90.7
145795,SHIV SHAKTI PETROLEUM,JYOTISAR,Haryana,29.957952,76.748966,87.95
145796,CHAUDHARY FILLING STATION,ROOPNAGAR,Punjab,30.974906,76.521206,88.22
145805,THOOTHUKUDI LORRY OWNERS ASSOCIATE,TUTICORIN,Tamil Nadu,8.866516,78.115465,92.77
145810,BAANDAL PETROLEUM,LONIKAND,Maharashtra,18.612224,74.017912,90.43
145819,MAA FUEL CENTRE,BALICHANDRAPUR,Odisha,20.611829,86.243871,92.67
145821,NATRAJ FUEL POINT,MYSORE,Karnataka,12.334506,76.593618,90.6
145826,MANISH GOYAL,JOURA,Madhya Pradesh,26.342153,77.788739,92.05
145837,SHRI RAMDEOBABA PETROEUM SERVICES,PUSAD,Maharashtra,19.913696,77.570647,92.0
145845,AKSHARA ENTERPRISES,JAGGANAPETA,Andhra Pradesh,16.497629,81.883386,97.46
145847,RAGHAV FUELS,SUNDERGARH,Odisha,22.089237,84.039224,92.83
145848,ANAND FILLING STATION,BAREILLY,Uttar Pradesh,28.482822,79.284322,88.02
145849,RAJ PETROLEUM,CHOTILA,Gujarat,22.421221,71.184052,90.3
145851,BALAJI FILLING STATION,VILLAGE DADWADA,Rajasthan,26.791849,73.833086,90.92
145852,POOJA FUEL CENTER,BARMER,Rajasthan,25.583609,71.939318,91.28
145853,B.P. FUEL,JODHPUR,Rajasthan,27.100403,72.345743,91.42
145854,UMRAIN SALES,UMRAIN,Uttar Pradesh,26.927728,79.352568,88.59
145855,SAINI FILLING STATION,NAWANSHAHR,Punjab,31.186828,76.073782,87.64
145856,JAIN FILLING STATION,BAGLIKALAN,Punjab,30.768277,76.146,87.86
145857,RAJIV AUTO POWER,GAGGAR MAJRA,Punjab,30.74176,76.137019,87.86
145862,MODI FILLING STATION,TAHASIL. TALCHER,Odisha,20.915011,85.156596,94.05
145863,SARATHI FUELS,KANIHIA,Odisha,21.075938,85.076975,94.24
145864,AMICHAND FUEL CENTRE,NIHAL SINGH WALA,Punjab,30.575106,75.307114,87.84
145865,SRI JAYALAKSHMI AGENCIES,POTHAVARAM,Andhra Pradesh,17.004106,81.408353,97.3
145867,KALER FILLING STATION,KALER,Punjab,30.711175,74.833934,87.86
145871,SHUBAM PETROL DEPOT,MAHALUNGE,Maharashtra,18.753519,73.800278,90.64
145872,BAITARANI FILLING STATION,CHANDBALI,Odisha,20.775857,86.74942,93.69
145874,"SRI VENKATESWARA AGENCIES, ADDANKI",ADDANKI,Andhra Pradesh,15.794878,79.980821,96.88
145875,PREM FILLING STATION,"DHIOLI,MARENA",Rajasthan,26.79181,78.021741,90.78
145895,SANTOSH A JAGTAP,WADWANI,Maharashtra,18.994305,76.034907,92.01
145896,SADHANA YATAYAT,ARRAH,Bihar,25.57964,84.674923,92.23
145902,SANKAR CORPORATION,SIVAKASI,Tamil Nadu,9.469548,77.765324,93.56
145903,RAJASHRI FUELS,TIRUNELVELI,Tamil Nadu,8.727293,77.725883,92.76
145908,VASAN FUELS,RAJAGAMANGALAM,Tamil Nadu,8.132053,77.364478,93.45
145909,ANNAI PETROLEUM,THENGAIPATTNAM,Tamil Nadu,8.252716,77.174277,93.71
145920,SAI VIGNESWARA FILLING STATION,TATIPARTI,Andhra Pradesh,14.491915,79.768851,97.85
145924,KARNA BROS.FILLING STATION,DARSI,Andhra Pradesh,15.770944,79.679031,97.16
145933,A Y FILLING STATION,HYDERABAD,Telangana,17.382415,78.518343,95.7
145941,DIPAK . C . GOGAD,DEOLA,Maharashtra,20.467996,74.185709,90.76
145945,SRI MEENAKSHI AGENCIES,PONDICHERRY,Pondicherry,11.930419,79.824147,86.5
145947,AMARNATH FUEL STATION,CHETTIARPATTI,Tamil Nadu,9.391653,77.494104,93.44
145949,RAJ GANGA AUTOMOBILES,"NAKAHINDOLA,STATION ROAD",Uttar Pradesh,26.838441,80.918309,87.79
145960,RAJ FUELS,BALOTRA,Rajasthan,25.840705,72.250557,90.79
145966,SRI GANESH SERVICE STATION,BALASORE,Odisha,21.505012,86.913618,92.71
145967,SHRINATHJI PETROLEUM,AHMEDABAD,Gujarat,22.975927,72.488222,90.19
145971,PARASRAM SUBHKARAN,KANDU KHERA,Punjab,29.945322,74.501907,87.64
145973,MEERA  PETROLEUM,KALMESHWAR,Maharashtra,21.23722241,78.90586853,90.73
145979,MANSAI FILLING STATION,NATUNBAZAAR,West Bengal,26.130859,89.293442,92.98
145982,OM SAI PETROLEUM,SHRIRAMPUR,Maharashtra,19.571233,74.64858,90.96
145988,SRI BHARATH AGENCIES,ALANKULAM,Tamil Nadu,8.870565,77.482566,92.9
145992,ABHAYVIHAR FUEL STATION,NAWADAH,Bihar,24.84573,85.4066,92.55
145993,DEVI AGENCIES,CHERUVATHUR,Kerala,12.213588,75.162792,95.2
145998,SARDAR SARUP SINGH FILLING STATION,SANAUR,Punjab,30.310254,76.453536,87.79
146003,GARG BUS SERVICE,PATRAN BYE PASS,Punjab,29.972158,76.047676,87.55
146005,SANDHU FILLING STATION,MADHOPHAL,Punjab,30.627426,76.411126,87.96
146006,SATKAR FILLING CENTRE,SEHRA,Punjab,30.468731,76.477311,87.76
146010,MUNISH AUTO CENTRE,SAIDKHERI,Punjab,30.457891,76.582384,87.96
146014,SHRI RAMCHANDRA SERVICE STATION,KOREGAON BHIMA,Maharashtra,18.653584,74.076644,90.38
146026,SREE BALAJI AGENCY,"KAMALAPURA, HAMPI",Karnataka,15.308936,76.475238,92.27
146028,PRIYA AGENCIES,SANKARANKOIL,Tamil Nadu,9.164186,77.537057,93.1
146030,RAM FILLING STATION,HALDAUR CHOURAHA,Uttar Pradesh,29.286628,78.259011,87.75
146034,BP-MANGLAI,MANGLAI,Haryana,30.31495,76.932342,88.43
146036,OM FILLING STATION,KARNWAS,Haryana,28.134095,76.601837,87.55
146038,GOPI CHAND HIRA LAL JAIN,DEOGHAR,Jharkand,24.475727,86.714118,92.35
146074,BALAJI FILLING STATION,KHAIR,Uttar Pradesh,27.970927,77.77598,87.83
146075,MUDDANA RANGARAO FILLING STATION,INKOLLU,Andhra Pradesh,15.82352,80.190437,96.91
146077,R. K. PETROLEUM,SAHARSA,Bihar,25.92,86.46,92.22
146081,KANDATHIL FUELS,PALLIKKARA,Kerala,10.031414,76.336297,94.51
146085,SRI PIPLESHWAR AUTOMOBILES,JALORE,Rajasthan,25.493989,72.836325,90.71
146090,RISHI FILLING STATION,THAKURBARI,West Bengal,25.678195,88.200037,92.44
146099,AIRAVATI FILLING STATION,NAGRI,Jammu & Kashmir,32.358274,75.438504,83.9
146100,GANDHARV FUEL CARE,REASI,Jammu & Kashmir,33.017887,74.893663,83.69
146101,POLICE PARIVAAR FUEL CARE KATHUA,KATHUA,Jammu & Kashmir,32.376772,75.522485,83.99
146102,POLICE PARIVAAR FUEL CARE RS PURA,RS PURA,Jammu & Kashmir,32.605119,74.731427,83.4
146103,POLICE PARIVAAR FUEL CARE G NAGAR,JAMMU,Jammu & Kashmir,32.711262,74.866374,83.36
146104,THANDI KHUI FILLING STATION,THANDIKHUI,Jammu & Kashmir,32.579601,74.986795,83.4
146113,SURAKSHA PETRO FILLING STATION,PEDANANDIPADU,Andhra Pradesh,16.07728,80.329994,97.43
146115,S.V.L.G.YOGANANDA FILLING STATION,GUNTUR,Andhra Pradesh,16.330684,80.099119,97.53
146116,CHINTAPALLI FILLING STATION,VIJAYAWADA,Andhra Pradesh,16.517203,80.645179,97.1
146117,AHIRWAR FILLING STATION,GHATAMPUR,Uttar Pradesh,26.140849,80.196344,87.86
146118,ANURAG TRANSPORT,GHATAMPUR,Uttar Pradesh,26.15549,80.171867,87.8
146119,SHRI HANUMANT FILLING STATION,NARAINI,Uttar Pradesh,25.454389,80.348181,88.92
146120,PRATAP FILLING STATION,HALIYA,Uttar Pradesh,26.168721,79.953935,88.03
146121,SURYA & SONS FILLING STATION,CHALLAPALLI,Andhra Pradesh,16.122639,80.945358,97.72
146124,ALLORA PETROLEUM FILLING STATION,BHARATPUR,Rajasthan,27.166773,77.563883,89.89
146125,AGRAWAL FILLING STATION,KAMAH,Rajasthan,27.667477,77.291416,90.21
146130,RATHINAMMAL AGENCIES,PUDUKOTTAI,Tamil Nadu,10.395555,78.797517,93.22
146132,LORRY URIMAIYALARGAL SANGAM,UPPILIYAPURAM,Tamil Nadu,11.274553,78.508628,93.33
146134,SHAHEED FILLING CENTER,PORSA,Madhya Pradesh,26.665517,78.382573,92.29
